click_number,timestamp,relative_time_ms,delay_ms,hold_ms,button,click_type
481,1786145430.276642,51545.012,136.954,53.047,left,single-click
482,1786145430.372909,51641.279,96.267,58.091,left,single-click
483,1786145430.519632,51788.002,146.723,58.104,left,single-click
484,1786145430.613646,51882.017,94.014,55.03,left,single-click
485,1786145430.764689,52033.06,151.043,18.049,left,single-click
486,1786145430.86885,52137.22,104.161,43.039,left,single-click
487,1786145430.985942,52254.313,117.093,67.794,left,single-click
488,1786145431.097647,52366.018,111.705,53.095,left,single-click
489,1786145431.222661,52491.032,125.014,86.046,left,single-click
490,1786145431.332653,52601.024,109.992,92.013,left,single-click
491,1786145431.498631,52767.002,165.978,77.091,left,single-click
492,1786145431.600646,52869.017,102.015,54.034,left,single-click
493,1786145431.75666,53025.031,156.013,45.237,left,single-click
494,1786145431.848557,53116.928,91.897,57.286,left,single-click
495,1786145431.991653,53260.024,143.096,66.032,left,single-click
496,1786145432.087656,53356.027,96.003,77.062,left,single-click
497,1786145432.249754,53518.124,162.097,55.018,left,single-click
498,1786145432.338911,53607.281,89.157,73.896,left,single-click
499,1786145432.489786,53758.157,150.876,78.121,left,single-click
500,1786145432.616857,53885.228,127.071,16.957,left,single-click
501,1786145432.7688,54037.171,151.943,54.15,left,single-click
502,1786145432.856349,54124.72,87.549,57.539,left,single-click
503,1786145433.000923,54269.293,144.573,97.905,left,single-click
504,1786145433.119408,54387.779,118.485,17.401,left,single-click
505,1786145433.153831,54422.202,34.423,55.066,left,double-click
506,1786145433.281882,54550.252,128.051,86.961,left,single-click
507,1786145433.396966,54665.337,115.084,67.222,left,single-click
508,1786145433.529844,54798.215,132.878,81.137,left,single-click
509,1786145433.658998,54927.369,129.154,73.093,left,single-click
510,1786145433.810147,55078.518,151.149,80.724,left,single-click
511,1786145433.911829,55180.2,101.682,107.08,left,single-click
512,1786145434.07381,55342.181,161.981,120.047,left,single-click
513,1786145434.21582,55484.191,142.01,79.029,left,single-click
514,1786145434.359814,55628.185,143.994,99.052,left,single-click
515,1786145434.485093,55753.464,125.279,42.774,left,single-click
516,1786145434.626839,55895.21,141.746,85.016,left,single-click
517,1786145434.728808,55997.179,101.969,44.095,left,single-click
518,1786145434.88898,56157.351,160.172,56.206,left,single-click
519,1786145434.975398,56243.769,86.418,73.486,left,single-click
520,1786145435.131938,56400.309,156.54,105.989,left,single-click
521,1786145435.262882,56531.252,130.943,63.196,left,single-click
522,1786145435.418896,56687.266,156.014,114.984,left,single-click
523,1786145435.565897,56834.268,147.001,47.126,left,single-click
524,1786145435.732837,57001.207,166.94,96.443,left,single-click
525,1786145435.986919,57255.29,254.083,57.339,left,single-click
526,1786145436.060939,57329.31,74.02,55.992,left,single-click
527,1786145436.223858,57492.229,162.919,80.002,left,single-click
528,1786145436.364834,57633.205,140.976,62.054,left,single-click
529,1786145436.513984,57782.354,149.15,101.964,left,single-click
530,1786145436.652899,57921.269,138.915,57.988,left,single-click
531,1786145436.805826,58074.197,152.927,79.987,left,single-click
532,1786145436.916851,58185.222,111.025,17.053,left,single-click
533,1786145437.059883,58328.254,143.032,90.032,left,single-click
534,1786145437.179896,58448.267,120.013,17.011,left,single-click
535,1786145437.341946,58610.317,162.05,16.936,left,single-click
536,1786145437.398909,58667.279,56.963,51.023,left,single-click
537,1786145437.576888,58845.258,177.979,74.055,left,single-click
538,1786145437.673489,58941.86,96.601,16.426,left,single-click
539,1786145437.852904,59121.275,179.415,142.193,left,single-click
540,1786145438.096915,59365.285,244.01,71.193,left,single-click
541,1786145438.184896,59453.266,87.981,54.031,left,single-click
542,1786145438.365934,59634.305,181.039,81.972,left,single-click
543,1786145438.471951,59740.321,106.017,62.965,left,single-click
544,1786145438.621896,59890.267,149.945,97.079,left,single-click
