click_number,timestamp,relative_time_ms,delay_ms,hold_ms,button,click_type
481,1786145547.601697,55828.817,183.586,53.412,left,single-click
482,1786145547.689063,55916.183,87.366,49.076,left,single-click
483,1786145547.868171,56095.291,179.108,43.925,left,single-click
484,1786145547.965182,56192.302,97.011,63.977,left,single-click
485,1786145548.142081,56369.201,176.899,88.379,left,single-click
486,1786145548.259125,56486.245,117.043,61.235,left,single-click
487,1786145548.426087,56653.207,166.962,69.026,left,single-click
488,1786145548.512196,56739.316,86.109,52.017,left,single-click
489,1786145548.693101,56920.221,180.906,73.047,left,single-click
490,1786145548.796101,57023.221,103.0,46.025,left,single-click
491,1786145548.958246,57185.367,162.145,49.943,left,single-click
492,1786145549.025458,57252.578,67.211,75.723,left,single-click
493,1786145549.208338,57435.458,182.88,67.778,left,single-click
494,1786145549.298119,57525.239,89.78,47.351,left,single-click
495,1786145549.466465,57693.585,168.346,63.711,left,single-click
496,1786145549.570122,57797.242,103.657,17.111,left,single-click
497,1786145549.738213,57965.333,168.091,38.975,left,single-click
498,1786145549.80213,58029.25,63.918,76.037,left,single-click
499,1786145550.000408,58227.528,198.278,16.883,left,single-click
500,1786145550.090197,58317.317,89.789,17.085,left,single-click
501,1786145550.244106,58471.226,153.909,85.126,left,single-click
502,1786145550.347146,58574.266,103.04,17.027,left,single-click
503,1786145550.381258,58608.378,34.112,17.131,left,double-click
504,1786145550.585131,58812.251,203.873,60.047,left,single-click
505,1786145550.759229,58986.349,174.098,93.072,left,single-click
506,1786145551.031158,59258.278,271.929,90.279,left,single-click
507,1786145551.342233,59569.353,311.075,56.055,left,single-click
508,1786145551.534144,59761.265,191.911,67.067,left,single-click
509,1786145551.629291,59856.411,95.146,41.928,left,single-click
